street_num,street_name,zip,emissions,property_type,system_size,cost,cost_reduced,break_even,energy_production,savings,emissions_reduction,trees
30,MONTROSE AVENUE,11206,10303083.35,Multifamily Housing,140.53,808048,231766,7,165072,34665,113653,303
130,MOORE STREET,11206,7093218.96,Multifamily Housing,385.52,2120360,674672,8,462282,97079,318283,849
756,MYRTLE AVENUE,11206,992609.29,Multifamily Housing,30.78,200070,42315,7,34649,7276,23856,64
21,NOSTRAND AVENUE,11206,14630647.33,Multifamily Housing,461.56,2538580,815821,8,536519,112669,369396,986
111,NOSTRAND AVENUE,11206,14630647.33,Multifamily Housing,371.05,2040775,647812,8,431310,90575,296959,792
808,PARK AVENUE,11206,9822266.18,Multifamily Housing,228.8,1258400,383760,8,265958,55851,183113,489
250,PULASKI STREET,11206,863771.14,Multifamily Housing,56.49,338940,73442,6,66355,13935,45686,122
24,ROCK STREET,11206,6430200.75,Office,175.67,1010103,299960,8,202050,42431,139112,371
25,ROCK STREET,11206,2581635.13,Warehouse (Refrigerated),274.09,1507495,467830,8,321957,67611,221669,591
315,SEIGEL STREET,11206,35758.98,Multifamily Housing,99.2,570400,151560,7,117738,24725,81063,216
95,THROOP AVENUE,11206,770361.28,Multifamily Housing,49.51,297060,59709,6,58762,12340,40458,108
78,TROUTMAN STREET,11206,711387.63,Multifamily Housing,56.75,340500,73969,6,68744,14436,47331,126
1,VERNON AVENUE,11206,672718.55,Multifamily Housing,43.23,259380,52135,6,52367,10997,36055,96
157,WALLABOUT STREET,11206,544497.69,Multifamily Housing,79.65,477900,120341,7,93560,19648,64417,172
341,WALLABOUT STREET,11206,254170.94,Multifamily Housing,11.88,83160,18337,8,13228,2778,9107,24
9,WHITE STREET,11206,200091.55,Storage/Shipping/Non-Refrigerated Warehouse,75.61,453660,112160,7,87889,18457,60512,161
2887,ATLANTIC AVENUE,11207,186996.09,Self-Storage,139.95,804713,230641,7,167816,35241,115542,308
2941,ATLANTIC AVENUE,11207,155492.03,Self-Storage,73.37,440220,107624,7,87979,18476,60574,162
443,BARBEY STREET,11207,1082227.2,Multifamily Housing,189.56,1089970,326915,8,222665,46760,153306,409
380,BELMONT AVENUE,11207,810331.09,Multifamily Housing,57.18,343080,74840,6,69965,14693,48171,129
515,BLAKE AVENUE,11207,1905675.79,Multifamily Housing,248.86,1368730,420996,8,292321,61387,201264,537
579,BLAKE AVENUE,11207,4208205.7,Multifamily Housing,123.4,709550,198523,7,143441,30123,98760,264
766,BLAKE AVENUE,11207,8528957.39,Multifamily Housing,314.13,1727715,542154,8,349772,73452,240819,643
575,CENTRAL AVENUE,11207,562928.34,Multifamily Housing,60.11,360660,80773,6,72814,15291,50133,134
148,COZINE AVENUE,11207,1408070.42,Multifamily Housing,148.2,852150,246651,8,163202,34272,112365,300
190,COZINE AVENUE,11207,6332998.94,Multifamily Housing,246.02,1353110,415725,8,291995,61319,201040,536
195,COZINE AVENUE,11207,4980940.63,Multifamily Housing,279.43,1536865,477742,8,331649,69646,228342,609
338,DE WITT AVENUE,11207,682440.93,Other,362.53,1993915,631996,14,439150,60000,302357,807
563,DUMONT AVENUE,11207,1024488.13,Multifamily Housing,42.19,253140,50881,6,49042,10299,33766,90
751,EVERGREEN AVENUE,11207,490308.07,Multifamily Housing,67.84,407040,96426,7,78027,16386,53722,143
24,FURMAN AVENUE,11207,756626.48,Multifamily Housing,27.13,176345,37297,6,31868,6692,21941,59
213,GEORGIA AVENUE,11207,166206.5,Warehouse (Unrefrigerated),716.34,3939870,1377798,25+,876502,60000,603476,1610
311,GEORGIA AVENUE,11207,639814.56,Multifamily Housing,91.02,523365,135686,7,109143,22920,75146,201
340,GEORGIA AVENUE,11207,639814.56,Multifamily Housing,47.02,282120,56706,6,55807,11719,38423,103
391,GEORGIA AVENUE,11207,1272566.97,Multifamily Housing,61.74,370440,84074,6,71767,15071,49412,132
802,GEORGIA AVENUE,11207,227120.22,Warehouse (Unrefrigerated),629.56,3462580,1185688,24,770319,60000,530369,1415
975,GEORGIA AVENUE,11207,616236.11,Warehouse (Unrefrigerated),468.62,2577410,829408,18,561928,60000,386890,1032
353,HENDRIX STREET,11207,502477.59,Multifamily Housing,54.08,324480,68562,6,65510,13757,45104,120
200,HIGHLAND BOULEVARD,11207,989963.74,Multifamily Housing,49.61,297660,59830,6,57667,12110,39704,106
220,HIGHLAND BOULEVARD,11207,1350110.89,Multifamily Housing,53.04,318240,66456,6,61654,12947,42449,113
224,HIGHLAND BOULEVARD,11207,1675711.61,Multifamily Housing,85.96,494270,125866,7,96765,20321,66623,178
971,JEROME STREET,11207,6617990.5,Multifamily Housing,415.83,2287065,730934,8,488451,102575,336301,897
1000,PENNSYLVANIA AVENUE,11207,2945750.61,Warehouse (Unrefrigerated),1599,7995000,3009988,25+,1936945,60000,1333596,3558
1266,PENNSYLVANIA AVENUE,11207,13001141.46,Multifamily Housing,149.58,860085,249329,8,164721,34591,113411,303
1279,PENNSYLVANIA AVENUE,11207,13001141.46,Multifamily Housing,146.13,840248,242634,8,160922,33794,110796,296
2016,PITKIN AVENUE,11207,650473.9,Warehouse (Unrefrigerated),429.01,2359555,755400,16,519680,60000,357802,955
2060,PITKIN AVENUE,11207,2878289.15,Multifamily Housing,69.06,414360,98897,7,81966,17213,56434,151
155,SCHROEDERS AVENUE,11207,13001141.46,Multifamily Housing,183.59,1055643,315330,8,206667,43400,142291,380
360,SNEDIKER AVENUE,11207,441034.76,Multifamily Housing,34.19,222235,47003,6,40161,8434,27651,74
379,SNEDIKER AVENUE,11207,1248235.28,Multifamily Housing,276.59,1521245,472470,8,321509,60000,221361,591
464,STANLEY AVENUE,11207,246851.59,Self-Storage,314.95,1732225,543676,12,381514,60000,262674,701
626,SUTTER AVENUE,11207,1382320.43,Multifamily Housing,58.81,352860,78140,6,67641,14205,46571,124
60,WILLIAMS AVENUE,11207,395354.97,K-12 School,58.9,353400,78323,6,70628,14832,48628,130
360,WILLIAMS AVENUE,11207,1272566.97,Multifamily Housing,128.13,736748,207702,8,147371,30948,101466,271
371,WILLIAMS AVENUE,11207,1272566.97,Multifamily Housing,190.22,1093765,328196,8,216458,45456,149032,398
405,WILLIAMS AVENUE,11207,1403683.22,Multifamily Housing,62.26,373560,85127,6,73133,15358,50353,134
1,WORTMAN AVENUE,11207,1450597.59,Office,679.68,3738240,1296642,25+,831645,60000,572592,1528
25,WORTMAN AVENUE,11207,327033.72,Other,669.17,3680435,1273375,25+,818785,60000,563738,1504
215,WORTMAN AVENUE,11207,4980940.63,Multifamily Housing,353.75,1945625,615698,8,419857,88170,289074,771
270,WORTMAN AVENUE,11207,4980940.63,Multifamily Housing,153.28,881360,256509,7,183800,38598,126547,338
3329,ATLANTIC AVENUE,11208,272954.33,Warehouse (Unrefrigerated),73.63,441780,108151,7,89192,18730,61409,164
554,COZINE AVENUE,11208,577787.5,Warehouse (Unrefrigerated),482.4,2653200,859913,18,596159,60000,410459,1095
783,ELDERT LANE,11208,3251840.41,Multifamily Housing,69.74,418440,100274,7,76799,16128,52877,141
646,EMERALD STREET,11208,420112.89,Multifamily Housing,178.43,1025973,305316,8,203041,42639,139795,373
735,LINCOLN AVENUE,11208,17854268.57,Multifamily Housing,609.15,3350325,1140506,8,708079,148697,487516,1301
714,MONTAUK AVENUE,11208,1228151.17,Warehouse (Unrefrigerated),438.31,2410705,772663,17,547035,60000,376636,1005
2830,PITKIN AVENUE,11208,714341.82,Senior Care Facility,40.04,240240,48288,6,46543,9774,32045,86
845,STANLEY AVENUE,11208,6944649.44,Multifamily Housing,427.28,2350040,752189,8,507128,106497,349160,932
625,WORTMAN AVENUE,11208,472450.63,Office,412.13,2266715,724066,16,514361,60000,354140,945
317,100 STREET,11209,756560.34,Multifamily Housing,44.09,264540,53173,6,51790,10876,35658,95
302,101 STREET,11209,408913.4,Multifamily Housing,104.19,599093,161244,7,118561,24898,81630,218
343,101 STREET,11209,747785.95,Multifamily Housing,71.52,429120,103878,7,81385,17091,56034,150
9902,3 AVENUE,11209,1882152.47,Multifamily Housing,110.83,637273,174130,7,132898,27908,91501,244
6925,4 AVENUE,11209,917255.29,Multifamily Housing,28.33,184145,38947,6,32931,6915,22673,60
7101,4 AVENUE,11209,922347.97,Multifamily Housing,37.63,244595,51732,6,43741,9186,30116,80
7201,4 AVENUE,11209,715664.59,Multifamily Housing,62.69,376140,85997,6,75172,15786,51757,138
7401,4 AVENUE,11209,653273.77,Multifamily Housing,42.28,253680,50990,6,50698,10647,34906,93
7501,4 AVENUE,11209,482658.03,Multifamily Housing,41.42,248520,49953,6,48654,10217,33498,89
7609,4 AVENUE,11209,597011.81,Multifamily Housing,53.39,320340,67165,6,63367,13307,43629,116
7825,4 AVENUE,11209,649437.73,Multifamily Housing,39.96,259740,54935,6,46939,9857,32317,86
7914,4 AVENUE,11209,682837.76,Multifamily Housing,24.54,159510,33736,7,28225,5927,19433,52
8002,4 AVENUE,11209,745515.19,Multifamily Housing,35.39,230035,48652,6,41571,8730,28622,76
8024,4 AVENUE,11209,201436.37,Multifamily Housing,32.89,213785,45216,6,38634,8113,26600,71
8105,4 AVENUE,11209,670932.8,Multifamily Housing,35.31,229515,48542,6,41477,8710,28557,76
8201,4 AVENUE,11209,598180.26,Multifamily Housing,35.05,227825,48185,6,41171,8646,28347,76
8215,4 AVENUE,11209,597717.28,Multifamily Housing,38.84,252460,53395,6,46574,9780,32066,86
8415,4 AVENUE,11209,1231965.17,Multifamily Housing,62.52,375120,85653,6,73439,15422,50563,135
9602,4 AVENUE,11209,1165848.53,Multifamily Housing,59.5,357000,79538,6,70619,14830,48622,130
9921,4 AVENUE,11209,772830.46,Multifamily Housing,53.39,320340,67165,6,63367,13307,43629,116
10015,4 AVENUE,11209,660835.63,Multifamily Housing,89.9,516925,133512,7,104500,21945,71949,192
138,71 STREET,11209,648974.76,Multifamily Housing,41.94,251640,50580,6,48751,10238,33565,90
130,72 STREET,11209,1468190.48,Multifamily Housing,90.93,522848,135511,7,105697,22196,72773,194
145,72 STREET,11209,608564.03,Multifamily Housing,44.35,266100,53486,6,51553,10826,35494,95
190,72 STREET,11209,3606520.1,Multifamily Housing,135.37,778378,221753,7,159011,33392,109480,292
1,74 STREET,11209,1125173.25,Multifamily Housing,85.42,491165,124818,7,100338,21071,69083,184
141,74 STREET,11209,831363.19,Multifamily Housing,48.74,292440,58780,6,57848,12148,39829,106
252,74 STREET,11209,818862.98,Multifamily Housing,54.94,329640,70304,6,65879,13835,45358,121
243,78 STREET,11209,603802.04,Multifamily Housing,43.4,260400,52340,6,50448,10594,34734,93
255,79 STREET,11209,582373.11,Multifamily Housing,38.06,247390,52323,6,44707,9388,30781,82
601,79 STREET,11209,1425773.54,Multifamily Housing,105.14,604555,163087,7,124788,26206,85917,229
301,81 STREET,11209,543439.48,Multifamily Housing,27.73,180245,38122,6,32233,6769,22193,59
461,84 STREET,11209,509929.21,Multifamily Housing,37.72,245180,51856,6,43846,9208,30188,81
580,84 STREET,11209,716524.4,Multifamily Housing,57.35,344100,75184,6,66664,13999,45898,122
565,85 STREET,11209,553801.2,Multifamily Housing,56.23,337380,72916,6,66050,13871,45476,121
345,86 STREET,11209,1436333.68,Multifamily Housing,53.65,321900,67691,6,63676,13372,43841,117
364,93 STREET,11209,501397.32,Multifamily Housing,31.17,202605,42851,6,36995,7769,25471,68
450,95 STREET,11209,632263.72,Multifamily Housing,53.04,318240,66456,6,62303,13084,42896,114
120,96 STREET,11209,821596.71,Multifamily Housing,60.45,362700,81461,6,70267,14756,48379,129
302,96 STREET,11209,867452.86,Multifamily Housing,111.17,639228,174789,7,131945,27708,90845,242
303,99 STREET,11209,543285.15,Multifamily Housing,32.72,212680,44982,6,38034,7987,26187,70
130,BAY RIDGE PARKWAY,11209,720691.13,Multifamily Housing,38.75,251875,53272,6,45043,9459,31012,83
238,BAY RIDGE PARKWAY,11209,820560.54,Multifamily Housing,99.37,571378,151890,7,120372,25278,82876,221
7040,COLONIAL ROAD,11209,867871.74,Multifamily Housing,44.95,269700,54210,6,53350,11204,36732,98
7101,COLONIAL ROAD,11209,1044770.66,Multifamily Housing,87.32,502090,128505,7,102570,21540,70620,188
9108,COLONIAL ROAD,11209,897303.45,Multifamily Housing,51.41,308460,63155,6,61017,12814,42011,112
8502,FT HAMILTON PARKWAY,11209,610504.1,Multifamily Housing,49.43,296580,59613,6,59272,12447,40809,109
8523,FT HAMILTON PARKWAY,11209,966815.2,Multifamily Housing,47.45,284700,57225,6,56317,11827,38775,103
8602,FT HAMILTON PARKWAY,11209,724968.1,Multifamily Housing,46.67,280020,56284,6,55392,11632,38137,102
9031,FT HAMILTON PARKWAY,11209,820913.28,Multifamily Housing,43.57,261420,52545,6,52245,10972,35971,96
9040,FT HAMILTON PARKWAY,11209,820626.68,Multifamily Housing,45.21,271260,54523,6,53105,11152,36563,98
15,MACKAY PLACE,11209,511847.23,Multifamily Housing,43.66,261960,52654,6,52353,10994,36045,96
28,MARINE AVENUE,11209,38250.2,Multifamily Housing,40.73,244380,49120,6,47345,9942,32597,87
185,MARINE AVENUE,11209,615971.56,Multifamily Housing,28.07,182455,38589,7,31942,6708,21992,59
351,MARINE AVENUE,11209,789541.5,Multifamily Housing,92.23,530323,138034,7,110594,23225,76145,203
8901,NARROWS AVENUE,11209,667052.67,Multifamily Housing,42.98,257880,51834,6,48382,10160,33312,89
61,OLIVER STREET,11209,1056851.99,Multifamily Housing,96.62,555565,146553,7,113494,23834,78141,208
315,OVINGTON AVENUE,11209,823007.67,Multifamily Housing,62.69,376140,85997,6,74405,15625,51228,137
321,OVINGTON AVENUE,11209,1154097.9,Multifamily Housing,70.35,422100,101509,7,82636,17354,56895,152
359,OVINGTON AVENUE,11209,731163.09,Multifamily Housing,53.91,323460,68218,6,63984,13437,44054,118
414,OVINGTON AVENUE,11209,799815.04,Multifamily Housing,29.36,190840,40363,6,34128,7167,23497,63
555,OVINGTON AVENUE,11209,782795.35,Multifamily Housing,81.81,470408,117813,7,95096,19970,65474,175
602,OVINGTON AVENUE,11209,558276.59,Multifamily Housing,31.78,206570,43690,6,37719,7921,25970,69
7002,RIDGE BOULEVARD,11209,240215.68,Multifamily Housing,55.97,335820,72389,6,66429,13950,45737,122
7102,RIDGE BOULEVARD,11209,478623.57,Multifamily Housing,32.55,211575,44748,6,38235,8029,26325,70
7401,RIDGE BOULEVARD,11209,466939.07,Other,37.46,243490,51498,6,44002,9240,30296,81
7410,RIDGE BOULEVARD,11209,937945.67,Multifamily Housing,70.53,423180,101873,7,83710,17579,57635,154
7420,RIDGE BOULEVARD,11209,937945.67,Multifamily Housing,71.9,431400,104648,7,85336,17921,58755,157
7423,RIDGE BOULEVARD,11209,745956.11,Multifamily Housing,31.09,202085,42741,6,36520,7669,25144,67
7502,RIDGE BOULEVARD,11209,610063.17,Multifamily Housing,41.08,246480,49542,6,48757,10239,33569,90
8301,RIDGE BOULEVARD,11209,530917.22,Multifamily Housing,38.06,247390,52323,6,45173,9486,31101,83
8708,RIDGE BOULEVARD,11209,661452.92,Multifamily Housing,45.64,273840,55042,6,53611,11258,36911,98
9480,RIDGE BOULEVARD,11209,519761.83,Multifamily Housing,51.58,309480,63500,6,61219,12856,42150,112
7005,SHORE ROAD,11209,985334.03,Multifamily Housing,64.93,389580,90533,6,76269,16017,52512,140
7101,SHORE ROAD,11209,1123762.29,Multifamily Housing,36.94,240110,50783,7,42035,8827,28941,77
7119,SHORE ROAD,11209,207675.45,Multifamily Housing,63.23,379380,87091,6,73499,15435,50604,135
7259,SHORE ROAD,11209,1188820.7,Multifamily Housing,81.55,468913,117308,7,95792,20116,65953,176
7401,SHORE ROAD,11209,593859.2,Multifamily Housing,63.72,382320,88083,6,74848,15718,51533,138
8701,SHORE ROAD,11209,3260284.12,Multifamily Housing,175.24,1007630,299125,8,207988,43678,143201,382
8801,SHORE ROAD,11209,1883276.83,Multifamily Housing,137.69,791718,226255,8,160051,33611,110196,294
8901,SHORE ROAD,11209,1707237.71,Multifamily Housing,5.09,38175,8715,8,5730,1203,3945,11
9000,SHORE ROAD,11209,5331571.16,Multifamily Housing,128.48,738760,208382,7,149346,31363,102825,274
9201,SHORE ROAD,11209,3124214.81,Multifamily Housing,212.35,1167925,353225,8,249435,52381,171737,458
9255,SHORE ROAD,11209,1047173.7,Multifamily Housing,184.45,1060588,316998,8,218919,45973,150727,402
9269,SHORE ROAD,11209,716127.57,Multifamily Housing,53.39,320340,67165,6,63367,13307,43629,116
9281,SHORE ROAD,11209,974134.55,Multifamily Housing,103.16,593170,159245,7,122438,25712,84299,225
9303,SHORE ROAD,11209,891284.83,Multifamily Housing,57.01,342060,74495,6,66966,14063,46107,123
9323,SHORE ROAD,11209,633696.73,Multifamily Housing,55.28,331680,70992,6,65611,13778,45173,121
9411,SHORE ROAD,11209,793157.08,Multifamily Housing,81.81,470408,117813,7,97098,20391,66853,178
9425,SHORE ROAD,11209,629948.87,Multifamily Housing,48.14,288840,58057,6,57136,11999,39339,105
9437,SHORE ROAD,11209,751732.22,Multifamily Housing,56.58,339480,73625,6,66461,13957,45759,122
9601,SHORE ROAD,11209,757067.41,Multifamily Housing,48.74,292440,58780,6,58445,12273,40239,107
9701,SHORE ROAD,11209,1689490.5,Multifamily Housing,80.51,462933,115290,7,94570,19860,65112,174
9801,SHORE ROAD,11209,1079647.79,Multifamily Housing,76.38,458280,113720,7,89719,18841,61772,165
135,AMERSFORT PLACE,11210,471414.45,Multifamily Housing,29.11,189215,40019,6,34194,7181,23543,63
3210,AVENUE H,11210,218698.56,Office,60.36,362160,81279,6,70163,14734,48307,129
3215,AVENUE H,11210,2686310.62,Multifamily Housing,92.24,530380,138053,7,107220,22516,73822,197
3220,AVENUE H,11210,331553.2,Multifamily Housing,55.8,334800,72045,6,64179,13478,44188,118
3413,AVENUE H,11210,4431.29,Office,38.84,252460,53395,6,46098,9681,31739,85
2901,AVENUE I,11210,523686.06,Multifamily Housing,36.17,235105,49725,6,42044,8829,28948,77
3021,AVENUE I,11210,870892.07,Multifamily Housing,85.68,492660,125323,7,100643,21135,69293,185
3101,AVENUE I,11210,242643807.9,Multifamily Housing,75.86,455160,112667,7,89108,18713,61351,164
3115,AVENUE I,11210,777371.98,Multifamily Housing,78.45,470700,117911,7,92151,19352,63446,169
3401,AVENUE J,11210,1043183.33,Multifamily Housing,41.42,248520,49953,6,48654,10217,33498,89
4200,AVENUE K,11210,1120565.59,Multifamily Housing,65.88,395280,92457,7,77385,16251,53280,142
4211,AVENUE K,11210,1288623.97,Multifamily Housing,42.15,252900,50833,6,47964,10072,33023,88
2005,AVENUE L,11210,456533.25,Multifamily Housing,45.94,275640,55404,6,53963,11332,37154,99
2607,AVENUE O,11210,720779.32,Multifamily Housing,37.2,241800,51141,7,42331,8890,29145,78
3620,BEDFORD AVENUE,11210,615662.91,Multifamily Housing,46.41,278460,55970,6,55083,11567,37925,101
1402,BROOKLYN AVENUE,11210,5239550.21,Multifamily Housing,194.96,1121020,337394,8,226622,47591,156031,416
1405,BROOKLYN AVENUE,11210,1709728.93,Multifamily Housing,67.77,406620,96284,7,78776,16543,54238,145
645,EAST 26 STREET,11210,783456.74,Multifamily Housing,55.37,332220,71174,6,63685,13374,43847,117
657,EAST 26 STREET,11210,985554.5,Multifamily Housing,95.5,549125,144380,7,113347,23803,78040,208
712,EAST 27 STREET,11210,1228966.88,Multifamily Housing,40.3,241800,48602,6,46845,9837,32253,86
616,EAST 29 STREET,11210,509796.93,Multifamily Housing,25.14,163410,34561,7,28915,6072,19908,53
909,EAST 29 STREET,11210,751247.2,Multifamily Housing,40.64,243840,49012,6,47240,9920,32525,87
745,EAST 31 STREET,11210,1075988.12,Multifamily Housing,55.11,330660,70648,6,64734,13594,44570,119
777,EAST 31 STREET,11210,1426545.16,Multifamily Housing,79.14,474840,119309,7,92961,19522,64004,171
850,EAST 31 STREET,11210,1364903.91,Multifamily Housing,50.12,300720,60543,6,58873,12363,40534,108
1149,EAST 35 STREET,11210,915910.47,Multifamily Housing,57.95,347700,76399,6,69489,14593,47843,128
1655,FLATBUSH AVENUE,11210,8967831.62,Multifamily Housing,138.38,795685,227594,7,162547,34135,111914,299
2720,FOSTER AVENUE,11210,618220.28,Multifamily Housing,28.89,187785,39717,7,32875,6904,22635,60
3101,FOSTER AVENUE,11210,2317168.6,Multifamily Housing,80.86,464945,115969,7,93992,19738,64714,173
3202,FOSTER AVENUE,11210,4654046.54,Multifamily Housing,162.66,935295,274712,8,189077,39706,130180,347
2420,GLENWOOD ROAD,11210,612400.07,Multifamily Housing,48.66,291960,58684,6,55967,11753,38534,103
2515,GLENWOOD ROAD,11210,168146.57,Multifamily Housing,40.64,243840,49012,6,47737,10025,32867,88
2601,GLENWOOD ROAD,11210,376703.87,Multifamily Housing,68.54,411240,97844,7,80510,16907,55431,148
3111,GLENWOOD ROAD,11210,847258.52,Multifamily Housing,48.66,291960,58684,6,58349,12253,40173,107
50,KENILWORTH PLACE,11210,1315454.22,Multifamily Housing,42.02,252120,50676,6,49358,10365,33983,91
120,KENILWORTH PLACE,11210,1132294.18,Multifamily Housing,49.6,297600,59818,6,57655,12108,39696,106
1368,NEW YORK AVENUE,11210,6150478.23,Multifamily Housing,239.65,1318075,403900,8,278570,58500,191797,512
1401,NEW YORK AVENUE,11210,4945916.52,Multifamily Housing,196.59,1130393,340558,8,228517,47989,157335,420
